player_id,Age,Gender,HCP,Driver,Driver_Dispersion,3-Wood,3-Wood_Dispersion,5-Wood,5-Wood_Dispersion,3-Hybrid,3-Hybrid_Dispersion,4-Hybrid,4-Hybrid_Dispersion,5-Hybrid,5-Hybrid_Dispersion,4-Iron,4-Iron_Dispersion,5-Iron,5-Iron_Dispersion,6-Iron,6-Iron_Dispersion,7-Iron,7-Iron_Dispersion,8-Iron,8-Iron_Dispersion,9-Iron,9-Iron_Dispersion,PW,PW_Dispersion,GW,GW_Dispersion,SW,SW_Dispersion,LW,LW_Dispersion
449,48,Female,2.7,212.6,26.8,190.7,23.1,180.2,19.3,169.7,16.7,,,152.6,9.1,,,158.3,11.6,147.8,9.6,136.4,10.3,126.8,7.7,117.3,7.4,105.8,5.9,,,92.5,6.7,85.8,3.7
450,40,Female,34.8,116.1,32.9,100.0,34.6,,,92.7,13.5,,,80.0,19.5,87.5,14.9,,,81.6,18.2,71.5,16.0,69.7,12.5,73.1,5.6,65.5,7.5,,,52.5,6.6,,
451,53,Male,5.1,247.9,24.2,,,,,,,,,,,180.0,12.5,174.4,12.8,161.3,9.0,151.6,10.8,145.2,5.7,134.4,7.1,121.4,2.8,,,103.1,4.8,94.0,4.2
452,19,Male,30.4,158.1,37.6,,,,,,,,,124.9,20.1,,,112.9,20.7,121.0,18.1,,,102.8,13.7,89.9,9.6,83.5,7.7,,,69.3,9.0,,
453,35,Female,0.8,240.8,16.1,212.4,20.7,,,190.3,14.2,,,,,,,171.5,13.4,161.1,12.2,154.4,8.6,137.2,9.3,127.6,3.7,115.2,6.7,,,100.1,3.8,97.2,4.7
454,19,Female,35.5,129.4,27.1,,,,,,,,,82.7,19.0,,,,,77.5,15.9,79.6,10.4,70.3,9.0,61.5,10.0,63.5,7.7,52.9,8.3,54.3,6.9,,
455,32,Female,33.7,120.2,31.8,,,,,,,,,86.1,21.3,,,,,102.6,11.4,79.8,12.7,73.9,10.2,70.3,11.5,55.5,8.9,60.1,9.0,48.7,9.4,,
456,19,Male,33.1,140.8,37.4,151.8,24.9,,,,,,,,,,,122.6,13.3,133.1,18.3,101.2,16.5,82.0,9.2,76.0,7.8,95.0,4.2,,,73.0,9.4,,
457,47,Male,23.9,156.5,21.1,173.8,25.4,158.0,26.7,147.2,12.8,,,114.5,10.8,,,,,130.7,14.1,114.9,11.7,110.6,13.4,107.1,8.2,80.8,7.0,76.1,5.7,76.9,6.3,,
458,41,Male,30.7,184.0,33.4,129.9,18.2,,,,,,,100.0,21.1,,,111.7,11.9,101.6,10.4,106.3,13.2,102.1,10.7,76.0,5.3,71.0,5.9,71.4,8.6,66.9,6.7,,
459,25,Male,15.0,213.7,29.6,191.3,22.3,202.1,16.0,,,200.7,21.9,,,,,,,149.1,15.7,150.8,7.2,138.8,8.2,122.7,8.5,115.0,4.5,96.2,8.9,87.2,6.0,93.1,8.1
460,47,Male,14.8,225.1,33.8,179.7,24.3,,,176.8,13.7,,,,,,,163.1,14.4,147.1,15.3,131.9,12.8,121.3,12.7,113.7,6.5,123.3,6.7,111.4,5.9,87.1,7.7,80.3,7.9
461,39,Male,33.8,165.3,29.1,128.2,27.0,,,137.2,19.0,,,,,,,,,94.0,13.4,88.0,10.9,85.2,14.8,78.6,5.7,71.0,8.7,66.0,4.9,61.4,6.1,,
462,38,Male,27.1,188.2,26.3,140.8,18.8,119.4,19.6,,,,,,,,,,,111.2,16.3,109.9,17.8,93.1,10.9,,,90.1,4.2,,,76.8,9.0,,
463,33,Male,13.9,230.8,31.3,203.8,23.4,,,,,,,,,,,170.7,10.9,136.1,16.3,135.0,15.0,124.6,6.8,139.7,8.6,134.4,6.6,,,96.8,8.3,,
464,59,Male,15.4,196.4,25.8,176.9,22.4,,,,,142.1,20.7,,,,,137.0,19.7,131.4,17.0,115.9,14.1,109.9,7.0,108.1,7.0,94.0,7.2,,,88.9,4.7,,
465,24,Male,30.4,153.1,37.0,,,,,,,,,102.8,14.5,,,,,112.9,16.7,110.3,12.1,99.9,9.0,94.1,5.7,77.4,4.6,,,69.0,8.8,55.1,5.8
466,36,Male,15.6,236.4,22.6,187.0,25.8,,,,,186.2,20.7,182.4,19.4,,,170.2,12.8,166.5,16.8,146.6,16.0,122.5,6.5,118.4,10.4,108.0,4.0,105.1,8.5,109.5,8.7,88.5,9.5
467,28,Female,31.6,141.1,26.9,102.7,26.2,,,,,,,86.2,11.4,,,,,86.2,11.1,85.7,16.9,67.9,9.2,70.3,11.8,65.4,5.7,,,53.2,7.7,46.1,6.9
468,27,Male,12.9,282.0,22.0,214.9,21.2,,,191.7,17.3,,,160.2,15.1,,,,,164.8,9.6,158.7,11.2,156.0,7.8,136.6,5.8,120.7,7.5,,,104.8,5.9,92.4,4.9
469,25,Male,27.8,212.5,33.1,,,,,136.2,21.5,,,118.8,18.3,,,,,99.4,15.2,100.1,8.5,94.4,13.1,87.4,8.0,78.6,7.7,84.4,9.6,70.8,9.8,,
470,40,Male,7.4,249.2,23.0,245.3,19.6,239.6,16.0,200.7,18.4,,,201.6,10.5,,,191.0,9.4,,,167.2,9.9,157.3,7.1,148.8,7.5,137.2,5.6,125.6,6.4,112.2,4.8,,
471,26,Male,24.4,190.2,34.7,137.9,22.0,,,,,130.3,17.8,,,,,,,,,123.6,14.9,110.3,11.5,116.7,5.1,92.2,7.2,,,83.8,8.2,62.2,6.8
472,19,Female,3.6,228.6,25.0,203.2,15.5,193.6,13.4,185.9,13.3,183.6,13.5,,,180.1,9.8,162.2,15.2,155.5,9.2,141.8,6.7,134.3,9.4,117.5,4.0,113.7,3.3,106.5,6.9,98.5,6.0,,
473,52,Male,1.5,269.5,18.5,237.3,19.8,,,,,,,191.1,8.3,192.0,9.4,187.5,11.1,183.1,13.2,,,167.7,8.2,134.2,3.8,122.5,4.0,106.4,4.3,108.9,5.1,100.0,7.4
474,28,Male,9.2,266.1,24.1,227.5,23.1,,,,,,,,,197.4,13.9,187.0,10.3,174.5,11.5,165.9,10.3,152.8,9.6,139.8,7.8,132.7,4.4,,,112.6,5.0,,
475,46,Male,35.5,163.2,31.1,124.5,31.3,,,,,,,,,,,,,100.9,13.7,88.3,9.1,82.0,12.0,76.0,11.0,71.0,9.5,78.2,7.2,69.3,9.0,,
476,36,Female,2.8,239.5,27.1,216.0,14.2,,,,,,,,,173.2,9.2,168.2,8.4,167.4,13.7,143.3,9.1,140.4,9.0,124.2,7.8,108.5,2.8,104.3,6.7,99.3,5.0,,
477,24,Male,25.9,199.3,27.0,173.2,29.7,,,,,,,,,,,134.5,20.0,136.8,10.1,121.6,14.6,114.0,13.5,116.2,5.5,94.6,9.4,,,85.1,9.6,,
478,22,Male,15.8,240.0,34.1,192.0,24.6,,,,,,,,,,,,,146.9,10.0,169.5,8.4,123.1,12.7,125.1,8.6,103.8,5.6,114.0,6.2,101.0,8.4,76.2,5.6
479,26,Male,16.2,229.4,33.8,,,,,,,,,171.4,17.8,,,,,144.2,12.2,135.0,15.1,143.7,13.3,126.5,4.9,109.5,4.6,,,112.3,5.6,,
480,31,Male,24.2,207.5,34.4,164.1,26.9,,,,,,,,,,,,,126.8,17.8,120.8,17.2,,,109.9,10.4,105.3,8.1,66.0,8.4,73.5,8.9,,
481,49,Female,34.5,112.2,39.1,,,,,89.0,20.2,,,80.0,20.7,,,,,82.4,16.2,71.5,15.5,76.6,12.3,73.8,10.6,55.5,9.6,52.5,8.4,50.3,8.6,48.5,6.2
482,54,Male,28.7,140.8,22.0,150.9,20.5,118.0,26.9,,,,,,,,,109.3,18.0,103.7,19.7,88.0,17.5,97.5,11.6,77.4,8.0,78.1,5.6,66.0,9.7,80.9,5.7,71.4,5.6
483,18,Male,19.7,189.4,18.8,169.5,16.4,,,,,163.2,15.1,143.7,14.0,,,145.4,14.0,117.5,10.6,110.7,9.9,146.0,13.4,118.2,5.4,131.7,8.7,99.5,5.1,107.8,5.5,,
484,40,Male,0.7,278.1,22.6,265.9,21.4,,,,,230.0,13.6,,,225.7,9.5,214.9,13.5,201.5,9.5,182.1,9.0,176.7,5.8,151.1,7.5,153.4,3.6,,,130.7,6.9,118.8,3.8
485,34,Male,7.0,282.8,15.9,227.1,20.6,,,,,,,,,203.9,9.7,,,181.5,9.9,170.5,5.6,155.7,10.2,145.1,6.0,138.7,6.3,,,118.7,5.1,,
486,49,Female,6.3,188.4,18.8,172.4,13.8,,,149.1,17.4,,,143.8,9.0,150.4,9.4,143.0,7.2,146.1,13.7,134.4,10.5,118.6,8.7,113.9,3.9,101.4,5.6,94.5,5.1,92.4,5.0,,
487,50,Male,13.1,205.9,20.0,198.9,18.7,,,,,,,163.3,18.2,,,,,148.6,15.4,141.7,11.6,142.8,13.1,125.6,9.8,116.7,3.7,112.7,8.3,96.3,6.7,,
488,26,Male,7.3,261.3,19.8,235.0,23.4,229.2,19.0,215.6,10.4,205.6,15.6,,,202.0,14.8,,,177.4,13.5,173.8,12.0,159.6,6.2,144.3,4.1,139.3,6.0,,,119.9,4.1,108.4,4.7
489,30,Female,22.4,172.8,32.6,143.3,23.8,,,128.9,24.4,,,115.0,10.1,,,94.0,20.9,114.2,11.3,90.3,12.0,94.5,9.6,90.8,5.1,70.0,4.4,81.3,6.4,67.3,9.9,55.2,10.4
490,43,Male,19.1,225.9,23.4,198.5,26.5,,,,,,,146.9,16.2,,,,,128.4,14.6,147.4,11.3,138.5,8.0,95.7,8.4,108.0,9.0,108.6,4.9,84.1,7.2,,
491,49,Male,24.2,166.1,25.4,124.5,25.3,,,,,,,,,,,110.4,11.7,120.3,14.0,118.3,14.1,100.3,10.8,92.9,6.7,89.0,7.4,94.4,9.5,69.1,5.9,,
492,40,Female,5.7,239.9,23.4,206.1,15.8,,,,,,,,,177.8,14.3,154.1,9.9,,,143.3,10.3,123.6,6.6,117.4,5.2,112.4,6.1,102.2,4.7,97.5,6.2,89.8,4.5
493,49,Male,10.3,251.9,34.6,182.7,29.4,,,184.6,15.3,,,,,,,,,153.4,16.4,136.1,8.7,134.6,7.9,135.8,8.8,129.3,8.9,103.9,7.3,103.1,6.9,103.4,5.5
494,53,Male,8.6,232.9,27.9,205.0,22.7,195.8,14.6,,,,,,,,,165.7,11.4,154.0,11.3,141.6,9.8,132.5,7.7,123.8,4.3,114.8,4.9,109.2,2.9,100.2,5.4,89.4,8.3
495,44,Male,15.1,209.7,18.3,187.3,17.2,,,,,,,145.3,9.3,169.3,18.4,,,151.5,13.5,141.7,12.6,145.5,11.5,99.0,6.9,114.8,8.8,88.0,5.0,76.4,5.6,,
496,18,Female,14.6,182.0,34.1,,,,,154.9,14.8,,,,,,,,,140.4,9.4,128.0,9.6,109.7,10.9,107.3,4.5,94.5,3.8,85.5,6.0,77.8,8.3,,
497,50,Male,14.8,238.4,20.8,206.0,30.8,,,172.9,24.5,,,,,,,,,140.0,15.1,129.3,9.4,131.5,12.5,117.7,9.5,108.5,8.1,,,93.4,7.8,86.3,8.0
498,50,Female,20.5,150.8,33.8,136.0,21.5,,,,,,,,,,,,,102.3,12.3,83.5,18.0,93.9,11.5,85.5,9.8,72.6,8.0,,,64.7,8.4,63.0,5.2
499,18,Male,19.6,214.6,29.9,182.6,27.1,,,,,,,,,157.7,17.9,,,140.7,11.3,153.1,9.9,127.4,6.9,113.8,6.9,108.8,6.8,98.3,4.0,87.4,6.1,,
500,56,Male,5.8,239.4,22.6,,,186.4,12.7,185.0,16.7,,,,,170.7,12.8,167.0,15.3,157.3,10.6,138.3,7.1,136.4,6.4,116.9,8.4,119.4,6.8,,,102.6,5.7,91.4,5.2
501,38,Male,26.9,175.8,23.8,,,,,,,,,121.4,20.0,,,103.2,20.1,120.1,11.5,107.5,11.8,101.0,14.0,99.7,6.2,99.6,7.9,82.8,7.3,83.4,5.0,,
502,22,Female,20.2,174.4,23.1,141.8,25.4,,,,,,,122.9,10.9,,,,,117.1,18.2,,,96.3,12.9,99.5,5.7,90.2,8.3,73.7,7.8,69.6,7.7,66.1,11.3
503,53,Male,21.1,172.1,23.8,,,125.7,21.9,124.0,18.2,,,,,,,,,118.1,10.7,114.6,12.1,93.4,14.3,103.4,6.4,103.7,5.0,,,88.4,5.7,67.8,6.5
504,41,Female,15.8,203.0,32.5,,,,,,,,,,,,,,,89.2,16.4,117.4,10.2,100.9,6.4,122.2,10.3,78.5,8.6,,,67.7,5.7,,
505,30,Female,28.9,111.5,35.9,,,,,,,,,91.9,14.7,,,,,77.5,14.4,94.6,9.2,73.5,13.8,84.3,6.0,62.8,4.1,,,48.5,8.7,50.6,9.2
506,50,Male,26.1,157.7,35.6,,,127.3,27.4,,,,,,,,,104.2,18.0,120.5,18.3,119.9,13.9,82.0,7.4,94.4,5.3,81.1,8.5,,,73.6,5.7,55.0,10.2
507,55,Male,0.3,256.9,24.3,230.6,17.7,,,,,,,178.7,14.2,193.5,8.9,184.7,14.5,168.5,8.3,159.7,12.3,147.3,8.9,142.6,7.7,130.0,2.8,,,110.5,5.0,102.1,6.6
508,43,Female,27.7,146.1,24.2,,,,,,,,,90.7,20.8,113.8,14.4,,,82.7,19.9,85.6,13.5,87.3,14.7,72.2,5.1,70.1,7.3,58.5,6.0,53.5,8.2,52.6,8.7
509,24,Male,18.8,228.6,18.7,171.3,19.8,,,,,,,,,,,,,162.1,12.5,125.7,12.7,130.2,7.1,106.4,5.6,110.0,8.6,116.7,7.4,88.4,8.2,,
510,29,Male,16.1,203.7,33.7,213.3,24.4,,,,,,,160.6,9.3,,,194.2,13.0,170.2,17.1,132.0,15.4,118.4,12.0,123.4,9.7,119.9,6.6,111.1,7.2,92.0,6.1,,
511,43,Female,23.4,174.3,25.9,121.7,24.6,145.4,23.7,,,,,,,131.0,19.0,,,100.4,16.2,102.6,10.6,78.8,11.4,65.4,9.6,82.0,6.6,,,67.8,9.7,,
512,26,Female,30.0,122.8,23.9,,,,,,,,,,,,,,,98.6,16.4,72.0,9.7,80.1,10.3,61.5,7.1,58.3,5.7,,,58.2,8.0,54.1,7.0
513,43,Female,11.6,189.0,20.9,198.1,17.0,,,138.2,13.2,,,,,,,141.2,15.8,148.4,11.6,112.2,13.6,115.1,11.4,99.6,6.8,83.4,8.2,,,78.9,5.7,72.8,9.9
514,23,Female,8.8,202.3,26.5,170.3,16.9,,,,,,,152.5,14.4,171.7,9.6,163.4,8.5,127.6,8.8,131.2,7.1,,,112.1,5.5,105.6,6.6,98.3,5.4,93.2,4.7,80.1,8.0
515,52,Female,12.5,189.6,21.2,156.6,19.6,141.1,15.8,126.1,11.2,135.6,18.8,,,,,,,136.1,9.1,135.1,8.1,108.5,11.5,79.2,6.3,84.4,7.4,,,73.0,6.1,76.6,7.7
516,54,Female,28.9,116.3,21.4,,,94.5,15.7,,,,,,,,,,,86.1,15.7,82.1,9.9,69.0,15.0,67.3,7.4,62.5,9.0,,,49.6,8.6,,
517,44,Male,8.2,252.3,17.9,226.3,23.2,,,191.7,16.4,,,,,,,170.7,8.8,161.2,11.4,161.8,11.4,148.0,5.2,147.0,3.7,128.6,5.0,,,107.8,6.3,,
518,51,Female,6.5,188.5,24.0,175.3,24.5,,,151.0,14.7,,,,,,,140.3,10.9,138.3,9.9,126.0,9.5,116.8,10.0,,,94.9,4.4,,,84.7,6.1,,
519,56,Male,21.5,197.7,39.3,140.0,32.3,148.8,26.5,,,115.8,22.1,100.0,20.6,,,,,139.1,18.3,123.2,13.7,105.5,13.5,94.7,9.9,93.0,5.2,94.0,4.3,83.3,8.4,,
520,42,Male,23.0,220.4,32.2,182.2,28.7,,,,,,,,,,,137.0,20.8,116.9,18.9,125.8,16.7,118.6,8.5,94.2,5.1,99.7,8.7,,,85.8,8.4,83.8,7.6
521,31,Male,33.3,140.8,22.4,124.5,33.8,,,,,106.5,16.6,,,,,,,100.9,11.3,90.5,16.2,90.7,8.0,86.7,9.0,103.2,5.7,,,66.9,6.0,,
522,34,Male,27.8,170.1,28.8,146.3,22.3,,,,,,,,,,,,,,,105.4,14.9,107.6,12.4,85.1,7.9,91.7,5.4,74.4,5.7,69.6,6.0,,
523,42,Female,2.8,240.8,23.1,216.0,21.6,,,172.7,15.4,174.6,14.3,,,,,171.3,15.0,154.1,12.7,151.7,7.4,133.7,9.7,128.9,5.6,119.9,4.9,,,93.2,4.3,94.4,5.6
524,52,Male,28.2,140.8,23.5,,,,,,,,,100.0,13.7,,,109.8,21.8,110.0,16.4,88.0,12.3,85.8,14.4,82.5,9.1,77.6,8.1,,,60.5,8.4,,
525,25,Male,14.9,252.9,23.9,222.7,30.2,,,191.4,20.7,,,,,,,,,146.5,9.6,153.4,9.3,137.2,7.2,114.1,7.8,122.7,4.8,107.6,8.1,87.7,8.7,,
526,21,Male,35.6,140.8,36.9,128.0,28.4,,,,,,,,,,,,,,,98.5,10.6,82.0,13.0,82.8,9.5,71.0,7.4,66.0,6.0,69.8,7.2,,
527,35,Male,15.4,227.6,26.4,206.8,20.2,,,,,,,,,,,,,147.3,10.3,139.6,14.2,150.1,12.0,137.4,6.2,109.4,4.3,,,88.7,8.2,86.6,10.4
528,36,Male,19.3,236.9,18.4,211.7,22.8,,,,,,,,,,,,,148.2,11.1,162.5,11.1,120.2,7.8,114.4,10.3,113.6,7.5,111.1,6.7,78.0,6.2,98.9,10.2
529,57,Male,15.8,204.5,35.9,167.0,22.1,,,,,,,132.6,10.7,,,,,128.1,10.5,125.9,7.2,117.7,13.3,,,101.2,6.9,,,75.5,5.1,75.1,9.7
530,38,Male,0.3,304.1,18.4,256.5,21.7,,,223.6,15.3,230.0,17.5,,,,,214.9,12.5,203.0,11.4,183.9,12.6,166.1,10.1,164.2,4.4,143.9,3.2,,,128.4,4.7,,
531,23,Female,10.4,204.8,23.2,165.9,27.8,,,164.6,15.9,,,,,,,143.0,14.1,,,118.1,8.6,115.7,12.9,111.6,6.4,103.6,7.2,,,80.8,7.1,84.2,10.6
532,47,Female,32.1,111.5,35.3,,,,,110.0,15.9,85.0,23.7,,,98.9,15.8,,,90.4,12.1,71.5,11.2,77.2,14.0,64.3,8.5,55.5,9.8,,,49.3,8.7,45.0,8.1
533,22,Male,20.6,186.5,36.2,209.1,22.9,140.4,18.2,,,,,161.1,10.4,,,,,147.9,11.0,,,128.4,13.0,99.7,5.2,107.4,5.5,102.4,6.0,90.4,6.4,99.8,6.1
534,32,Male,23.1,194.4,32.5,189.4,31.3,,,,,,,124.4,12.1,127.4,22.9,125.9,19.3,141.7,13.0,135.5,11.2,113.8,9.8,110.9,6.3,96.4,4.3,95.1,7.7,85.4,8.5,76.1,7.3
535,26,Female,29.6,133.7,21.0,109.3,24.4,,,,,,,101.0,17.4,,,102.1,18.3,90.6,12.1,92.4,9.1,78.8,14.6,69.6,5.7,71.8,5.5,68.9,5.0,57.8,9.9,,
536,55,Male,10.8,190.8,32.4,172.0,23.6,,,,,,,,,,,,,162.2,14.2,148.3,13.0,119.3,12.9,117.9,5.1,89.3,4.8,,,88.5,7.0,82.4,6.1
537,32,Female,6.6,217.1,20.9,194.7,14.6,,,173.3,10.3,,,,,170.4,8.8,161.6,11.0,150.9,13.1,139.2,10.1,129.5,6.7,119.8,5.0,108.1,3.5,102.2,4.2,94.4,3.8,,
538,36,Male,9.1,259.1,16.4,234.2,15.9,,,200.8,14.2,,,,,,,191.3,10.8,172.4,9.4,,,156.3,6.3,,,133.5,5.1,,,117.1,4.2,,
539,53,Male,35.7,140.8,21.9,,,,,,,,,109.6,16.0,,,99.5,21.1,94.0,13.6,88.5,14.8,93.0,12.1,76.0,10.2,71.0,6.0,,,60.5,5.7,58.8,10.1
540,54,Male,21.1,174.8,31.9,157.8,23.3,,,,,,,135.3,13.5,,,,,119.4,15.3,,,101.2,10.2,101.9,11.2,100.2,6.2,,,71.7,7.7,67.3,8.8
541,27,Male,11.5,248.2,28.7,210.6,28.7,,,,,,,,,208.6,11.4,,,164.7,16.1,164.0,15.4,138.2,11.4,119.8,7.4,131.5,6.5,126.3,4.4,106.0,9.0,,
542,29,Male,20.4,201.2,27.3,206.3,32.5,,,,,,,140.5,15.9,,,,,176.7,10.2,143.8,15.4,136.9,11.2,117.8,6.7,103.7,6.1,,,94.0,8.9,,
543,54,Male,25.8,156.3,39.3,152.1,32.9,,,,,,,,,,,,,132.5,15.1,88.0,17.3,86.7,11.0,86.6,9.1,78.9,6.3,,,70.4,8.7,63.2,8.9
544,39,Female,0.2,240.8,17.7,216.0,20.8,204.1,13.9,190.7,11.6,,,,,,,,,167.4,12.1,153.5,10.4,140.2,9.3,132.7,6.7,111.6,4.6,,,103.9,5.6,96.1,5.2
545,50,Female,15.8,155.7,19.3,147.5,28.2,,,,,,,125.6,10.0,,,116.5,11.2,,,109.1,8.4,73.4,12.3,98.8,10.1,67.6,6.6,,,88.0,7.5,,
546,55,Female,32.2,111.5,32.6,,,,,,,,,,,,,83.0,12.2,77.5,17.2,71.5,15.9,66.5,8.2,61.5,5.1,55.5,6.4,,,48.5,6.8,45.0,5.6
547,36,Male,22.3,223.7,27.1,189.7,20.1,,,163.0,20.5,,,,,,,,,138.8,11.3,123.3,11.2,114.5,10.4,105.4,10.8,104.9,5.4,78.8,4.5,100.0,7.9,84.7,9.0
548,43,Male,21.3,202.1,34.6,186.9,28.3,,,172.9,25.4,,,139.1,16.3,,,,,141.8,16.7,117.2,11.5,116.6,12.4,111.6,7.2,101.6,6.4,,,83.7,7.3,77.3,8.7
549,43,Male,35.9,140.8,33.2,,,,,,,,,107.6,15.1,,,,,104.3,15.6,88.0,14.7,82.0,10.4,76.0,5.1,75.2,8.1,,,60.5,5.6,58.5,6.5
550,29,Male,14.4,207.1,31.8,,,,,178.1,16.6,,,,,,,,,145.5,9.5,156.5,14.7,150.0,10.3,110.4,4.7,136.7,5.6,95.1,8.5,101.6,4.6,106.5,8.0
551,23,Male,22.7,198.8,24.5,188.0,30.5,,,,,157.5,22.2,127.0,13.7,,,,,131.8,11.3,88.0,8.9,114.0,9.7,110.6,9.8,107.7,7.8,82.0,4.4,87.0,8.8,,
552,58,Male,19.9,164.6,31.5,163.6,24.4,,,,,,,,,114.5,18.2,,,135.8,12.6,91.7,12.9,104.7,12.9,82.8,5.4,92.3,4.8,,,81.0,5.9,,
553,52,Female,14.2,161.4,30.9,135.7,17.5,,,134.0,18.3,,,,,,,,,119.8,14.5,103.0,9.2,94.6,11.3,,,82.9,4.5,76.8,8.3,68.9,8.9,,
554,43,Male,6.8,262.1,16.8,,,,,204.3,12.9,,,,,197.9,10.3,184.4,12.5,168.3,8.9,168.6,8.2,159.5,8.6,137.2,3.6,133.4,4.6,,,119.3,7.0,,
555,19,Female,20.3,179.0,35.1,148.1,20.4,,,,,,,138.3,16.3,,,,,127.1,19.3,98.2,9.7,77.5,14.0,81.0,10.0,82.9,4.0,,,71.2,8.6,,
556,51,Female,6.4,202.2,17.6,,,,,,,,,,,,,146.3,13.1,123.5,7.8,134.7,7.3,113.4,6.4,97.1,6.1,93.8,3.9,93.3,5.0,91.9,6.6,74.5,7.6
557,32,Male,22.0,193.4,38.5,185.8,34.7,,,,,,,150.6,12.1,,,,,140.3,19.3,133.5,15.3,123.6,8.4,120.1,9.0,91.5,6.1,,,79.6,7.2,87.2,10.4
558,35,Male,10.5,276.3,33.2,242.7,26.6,,,,,,,,,,,,,180.4,9.4,140.5,12.5,141.5,6.3,148.9,9.5,127.7,8.8,117.2,7.7,114.1,5.4,112.7,6.0
559,51,Female,0.0,213.0,27.6,195.0,18.3,,,,,,,153.4,11.7,,,158.4,7.1,148.6,9.4,139.7,12.5,127.8,8.4,117.6,5.0,105.4,3.2,,,94.4,4.3,,
560,20,Male,13.4,240.2,34.1,244.0,19.9,,,175.6,12.4,,,,,,,190.5,11.9,155.8,14.3,175.3,7.6,146.5,12.4,114.1,5.3,144.0,9.0,123.0,6.8,118.7,6.7,,
561,47,Male,33.7,146.1,29.2,,,,,,,,,,,,,106.4,11.0,94.0,10.7,89.4,14.3,86.3,12.5,88.4,9.5,90.5,6.2,,,60.5,7.8,56.2,5.6
562,37,Female,15.3,197.2,34.2,169.3,30.2,,,,,,,134.1,12.5,,,,,126.2,17.5,108.8,15.8,114.2,7.0,112.8,9.5,100.9,3.7,,,86.5,6.1,,
563,43,Male,9.3,247.6,19.7,227.5,12.7,,,,,,,,,183.3,17.5,182.5,12.9,173.5,7.3,159.4,11.7,147.0,6.0,136.7,7.7,127.3,3.0,,,108.8,5.6,,
564,34,Female,21.3,163.7,22.1,134.9,25.7,,,,,,,,,,,130.7,10.0,114.8,20.0,104.7,14.0,92.3,10.6,92.4,9.9,86.4,6.8,82.9,7.0,81.7,7.9,66.5,11.8
565,50,Female,23.4,172.2,36.3,125.9,22.8,,,,,107.5,13.2,,,,,,,108.9,19.6,71.5,9.8,78.8,13.4,68.1,10.4,79.8,6.4,,,62.0,9.4,,
566,59,Male,7.4,215.4,19.3,191.0,17.4,,,170.6,11.2,,,158.1,8.3,161.2,9.3,,,144.2,10.3,135.9,11.8,127.3,5.1,116.1,3.6,110.5,3.4,102.9,6.5,90.9,5.0,,
567,58,Male,15.1,148.1,33.0,152.4,28.4,,,,,,,150.3,16.5,121.5,12.9,,,122.5,17.4,138.8,8.3,107.3,11.7,114.3,7.9,104.1,5.6,90.3,4.2,83.9,6.8,,
568,42,Female,11.9,190.3,18.2,152.9,29.9,,,,,,,,,,,,,144.0,10.0,124.1,13.6,128.7,10.4,98.6,8.7,94.0,6.2,,,81.0,5.8,,
569,41,Male,21.7,208.7,38.6,184.4,21.6,,,,,,,,,,,,,140.1,17.9,115.4,14.0,111.3,9.4,115.0,10.6,95.3,6.9,94.4,9.6,90.8,5.3,86.7,6.3
570,31,Female,15.5,187.0,19.1,166.2,18.9,,,,,,,,,,,,,126.4,12.7,126.4,8.9,117.1,12.6,103.4,6.3,98.0,7.5,83.2,8.8,76.9,6.9,,
571,47,Female,3.6,212.0,26.9,,,,,,,,,,,166.3,16.1,157.8,14.4,147.3,12.5,,,126.4,5.4,116.9,8.1,105.5,3.0,,,92.2,4.4,85.5,4.5
572,33,Female,15.8,161.7,24.5,183.5,20.7,,,,,,,147.0,16.7,,,,,,,116.8,9.2,101.2,6.7,105.7,8.4,85.4,7.4,77.2,7.7,75.9,4.7,72.6,6.0
573,52,Female,9.7,171.5,19.9,157.7,19.8,,,,,135.7,15.3,,,,,132.2,9.3,128.5,7.2,122.0,5.7,110.6,7.7,101.8,4.5,78.8,6.1,,,74.1,4.6,72.5,3.7
574,51,Male,20.3,174.1,27.1,137.3,34.2,184.8,25.9,,,,,,,,,154.6,19.5,94.6,12.0,113.4,10.7,115.2,14.2,105.2,10.3,85.7,8.2,88.6,8.8,73.5,8.6,69.6,10.6
575,50,Male,10.0,238.5,15.4,,,,,,,,,164.0,9.2,,,148.1,10.0,145.4,11.3,143.9,9.8,143.1,8.5,133.6,6.1,126.1,4.1,,,97.0,5.5,,
576,57,Male,26.0,181.7,20.7,151.0,24.5,118.0,16.7,,,,,,,,,,,94.0,13.4,88.0,15.4,82.0,10.3,94.3,8.7,102.4,9.2,80.0,6.9,60.5,9.6,58.4,8.5
577,34,Male,28.0,178.7,20.9,,,154.1,16.7,,,,,,,,,,,108.2,10.4,111.1,10.8,99.5,9.0,92.5,6.8,94.2,9.5,,,79.7,7.7,61.7,7.5
578,28,Female,12.1,177.1,29.2,190.7,28.8,,,,,,,,,,,,,139.0,17.5,112.4,8.8,109.8,11.9,117.0,8.4,88.9,8.9,87.7,8.9,81.9,9.0,,
579,25,Female,9.7,217.0,18.8,188.7,18.5,,,166.0,18.5,,,160.5,11.9,,,158.9,11.9,,,135.5,7.5,116.9,7.8,,,106.9,3.2,,,83.3,6.6,86.3,5.7
